iter	MultiClass
0	0.9090852065
1	0.7685292725
2	0.6587930956
3	0.5702962381
4	0.4973374058
5	0.4361880653
6	0.3843075927
7	0.3398570012
8	0.3014759369
9	0.2680981079
10	0.2389546856
11	0.2133788021
12	0.190853331
13	0.1709479429
14	0.1533098546
15	0.1376070481
16	0.1236695012
17	0.1112375132
18	0.1001355055
19	0.09021350066
20	0.08129659351
21	0.07330886736
22	0.06614766341
23	0.05971857051
24	0.05393767108
25	0.04874480468
26	0.04407289081
27	0.03986365058
28	0.03608599959
29	0.03267057484
30	0.02959142428
31	0.02682081285
32	0.02432270801
33	0.02207000254
34	0.02003540294
35	0.01820408873
36	0.01654450652
37	0.01504538138
38	0.01369373587
39	0.0124759113
40	0.01137245479
41	0.01037795864
42	0.00948245602
43	0.008668603098
44	0.007939102178
45	0.007279588773
46	0.006678980969
47	0.006140735027
48	0.005651406868
49	0.005212735436
50	0.004822306733
51	0.004460756935
52	0.004138332942
53	0.003844318548
54	0.003583333972
55	0.003352319324
56	0.003135012726
57	0.002950719452
58	0.002781333644
59	0.002658134665
60	0.002565110652
61	0.002514969385
62	0.002391290699
63	0.00235120632
64	0.002266692363
65	0.002157872527
66	0.002057961379
67	0.002036438579
68	0.002007990891
69	0.001924051065
70	0.001909639866
71	0.001862468911
72	0.001793941281
73	0.001766829809
74	0.001728785109
75	0.001722404119
76	0.001697833259
77	0.001692824316
78	0.001642580236
79	0.001614007825
80	0.001587360461
81	0.00154816407
82	0.001512118143
83	0.001492128108
84	0.00148910233
85	0.001472933955
86	0.001462494085
87	0.001461047509
88	0.001459909666
89	0.001445809042
90	0.001443915084
91	0.001431329074
92	0.001419101206
93	0.001417461041
94	0.001414043695
95	0.001413238731
96	0.001400395613
97	0.001390004777
98	0.00138066306
99	0.001379997531
100	0.001371975982
101	0.001368876947
102	0.001368221405
103	0.001367690017
104	0.001366551742
105	0.001349937916
106	0.001349445279
107	0.001343071484
108	0.001336604826
109	0.001332401068
110	0.001332074378
111	0.001326841699
112	0.001323545668
113	0.001312839463
114	0.001308742657
115	0.001308316504
116	0.001302042717
117	0.001300617395
118	0.001300200815
119	0.001293587027
120	0.001293001284
121	0.001287983467
122	0.001283689563
123	0.001283277671
124	0.001282872322
125	0.001279730439
126	0.001278633484
127	0.001275375805
128	0.001274190325
129	0.001272744614
130	0.001272066045
131	0.001271811185
132	0.001267646865
133	0.00126485456
134	0.001262448226
135	0.001261473957
136	0.00126089673
137	0.001260608667
138	0.001257887861
139	0.001257309447
140	0.001255433183
141	0.001254858668
142	0.00125451027
143	0.00125429807
144	0.001253799985
145	0.001248858671
146	0.001248579738
147	0.001246640426
148	0.001245104999
149	0.001243276817
150	0.001242928369
151	0.001240116507
152	0.001239554875
153	0.001239202461
154	0.001238513807
155	0.001238084692
156	0.001237875691
157	0.001236734695
158	0.001236440019
159	0.001235379643
160	0.00123439499
161	0.001234042614
162	0.001233767544
163	0.001233512876
164	0.001233228108
165	0.001232972905
166	0.001232548964
167	0.001230852402
168	0.0012286884
169	0.001227134995
170	0.001226296443
171	0.001226061718
172	0.001225079761
173	0.001219866627
174	0.001218938613
175	0.001217766267
176	0.00121747465
177	0.001217107659
178	0.001214870637
179	0.001213947019
180	0.001213616558
181	0.001210790547
182	0.001209723106
183	0.001209533646
184	0.001209223608
185	0.001208501353
186	0.001208297618
187	0.001208047662
188	0.001207589704
189	0.001206986904
190	0.001206434526
191	0.001205967931
192	0.001205715798
193	0.001205431983
194	0.001204908816
195	0.001204059362
196	0.001203824121
197	0.00120364956
198	0.00120326758
199	0.001202797097
200	0.001202294859
201	0.001201609619
202	0.001201059439
203	0.001198546004
204	0.001197887533
205	0.00119769809
206	0.001197186364
207	0.001197107472
208	0.001196632853
209	0.001196331447
210	0.001196056468
211	0.001195821275
212	0.00119555757
213	0.001195416298
214	0.001195102492
215	0.001194504117
216	0.001192503393
217	0.00119202683
218	0.001191686737
219	0.001191228203
220	0.001191082844
221	0.001190426888
222	0.001190014497
223	0.001189506682
224	0.001189274722
225	0.001186479624
226	0.001186044656
227	0.001185657673
228	0.001185425454
229	0.001185023329
230	0.001183427926
231	0.001183216908
232	0.001183058888
233	0.001182819076
234	0.001181465959
235	0.001181266733
236	0.001181103868
237	0.001180890077
238	0.001180691204
239	0.001180558469
240	0.001180376181
241	0.001180223288
242	0.001178691538
243	0.001178545299
244	0.001178290403
245	0.00117818
246	0.001177883058
247	0.001177555706
248	0.00117738872
249	0.001175850789
250	0.001175695344
251	0.001175423969
252	0.001175165871
253	0.001174903377
254	0.001174607775
255	0.001174316285
256	0.001174152258
257	0.001174050789
258	0.001173041086
259	0.001172746465
260	0.00117256024
261	0.001170703624
262	0.001170579909
263	0.001170447274
264	0.001170274905
265	0.001170074754
266	0.001168608546
267	0.001168396081
268	0.00116828849
269	0.001166648049
270	0.001166511674
271	0.001166391501
272	0.001166283413
273	0.001166206985
274	0.0011661011
275	0.001165958936
276	0.001165580084
277	0.001165486487
278	0.00116538457
279	0.001165177324
280	0.001164015886
281	0.001163839577
282	0.001163661939
283	0.001163489656
284	0.001162915623
285	0.001162792828
286	0.001162252609
287	0.001161961804
288	0.00116025777
289	0.001160044365
290	0.001158339052
291	0.001157961037
292	0.001157881648
293	0.001157616856
294	0.001157543709
295	0.001156859896
296	0.001156666194
297	0.001156518058
298	0.001156371506
299	0.001156197319
300	0.001154825704
301	0.001154699126
302	0.001154582151
303	0.001154263162
304	0.001153811141
305	0.001153601294
306	0.00115304877
307	0.0011525791
308	0.00115234645
309	0.001152215081
310	0.001152093989
311	0.001151639966
312	0.001150660133
313	0.001150480352
314	0.00115033206
315	0.001150134239
316	0.001149789904
317	0.001149268821
318	0.001148969829
319	0.001148684292
320	0.001148590658
321	0.001148502451
322	0.001148394871
323	0.001148318111
